APPID,TypeOfViolence,VictimType,Gender,Indigenous,AgeAtHappenedTo,Granted
869038,Sexual Offences,Primary,F,Unknown,14.01,10500
869606,Domestic Violence,Primary,F,No,32.98,15711.95
869672,Homicide - Other,Related,M,Aboriginal,36.07,3500
869856,Motor Vehicle Accident,Not Eligible,M,No,39.71,0
869875,Homicide - Other,Related,M,No,40.02,10639
860664,Assault,Not Eligible,M,Unknown,42.19,0
861785,Domestic Violence,Primary,F,No,53.39,1710
862185,Domestic Violence,Primary,M,No,67.46,2812.95
864410,Assault,Yet To Be Determined,M,No,29.08,0
864442,Assault,Not Eligible,M,No,30.18,0
864577,Homicide - Other,Related,F,No,58.8,17149.45
865627,Assault,Primary,F,No,48.23,2973.81
871511,Sexual Offences,Primary,F,No,8.3,6809.74
871545,Sexual Offences,Parent Secondary,M,No,30.93,2000
871914,Assault,Not Eligible,F,No,33.36,0
873365,Homicide - Other,Not Eligible,M,No,39.62,0
873435,Assault,Primary,M,No,41.17,11555.6
873885,Assault,Primary,M,Aboriginal,52.77,1480
873968,Assault,Primary,F,No,18.19,0
860047,Assault,Primary,M,No,35.48,1300
861451,Assault,Primary,F,No,33.93,4592.85
863939,Burglary,Primary,M,No,41.76,12488.85
890927,Assault,Primary,F,No,21.94,1407.95
891679,Homicide - MVA,Not Eligible,F,Unknown,48.97,0
891888,Homicide - Other,Related,M,Aboriginal,45.7,3500
893099,Assault,Primary,M,No,48.31,11244.85
893174,Assault,Yet To Be Determined,F,Aboriginal,57.73,0
893444,Assault,Primary,M,No,41.52,3734.4
896977,Sexual Offences,Primary,F,No,9.25,11299
899031,Assault,Yet To Be Determined,F,No,37.36,0
899285,Homicide - MVA,Related,F,No,38.38,16251.4
902482,Assault,Primary,U,No,28.5,1300
903104,Homicide - Other,Related,F,Aboriginal,4.41,12217.6
903309,Sexual Offences,Primary,F,Unknown,14.99,13968.5
877350,Sexual Offences,Primary,F,No,8.95,12000
868259,Assault,Primary,M,Unknown,25.87,6980.4
868493,Assault,Primary,F,Aboriginal,52.21,1365
869833,Homicide - Other,Related,M,No,59.77,10639
870900,Assault,Primary,M,No,29.55,1300
871855,Assault,Primary,M,No,47.13,789.92
875682,Sexual Offences,Primary,F,Aboriginal and Torres Strait,16.59,11848
881046,Burglary,Witness Secondary,F,No,7.67,2500
881731,Assault,Primary,M,Aboriginal and Torres Strait,18.45,3571.9
883319,Assault,Primary,M,No,20.44,1300
889369,Assault,Primary,M,No,36.31,0
889487,Domestic Violence,Primary,F,No,21.85,3000
889685,Sexual Offences,Not Eligible,M,No,50.97,0
890069,Domestic Violence,Primary,F,Torres Strait Islander,35.92,1300
828479,Assault,Yet To Be Determined,F,No,13.88,0
829987,Robbery,Primary,F,No,43.3,2550
830528,Domestic Violence,Primary,F,No,33.46,5402.3
831139,Homicide - Other,Not Eligible,F,Unknown,45.94,0
831312,Homicide - DV,Not Eligible,M,Aboriginal,39.82,0
831441,Homicide - DV,Not Eligible,F,Unknown,56.84,0
831850,Assault,Not Eligible,M,No,39.86,0
832884,Assault,Yet To Be Determined,M,No,42,0
834590,Assault,Yet To Be Determined,F,No,57.25,0
834747,Sexual Offences,Primary,F,No,12.72,7500
837823,Homicide - MVA,Related,M,Unknown,20.55,10000
838291,Assault,Witness Secondary,M,No,51.26,3870.65
839461,Assault,Primary,F,Aboriginal and Torres Strait,43.39,5785.1
865145,Assault,Primary,M,Unknown,46.98,3791.6
865329,Homicide - DV,Related,F,Aboriginal,39.79,10000
865377,Sexual Offences,Primary,F,No,12.91,24535.2
867101,Assault,Primary,M,No,42.67,1300
868856,Homicide - DV,Related,M,Aboriginal,29.1,612.02
870809,Assault,Primary,M,No,75.01,4002.56
870994,Assault,Primary,M,No,31.99,3763.6
871412,Domestic Violence,Primary,F,No,24.71,21293.1
872948,Robbery,Primary,M,No,27.38,3500
872997,Sexual Offences,Primary,M,No,5.86,6040
838904,Homicide - MVA,Related,M,No,25.76,10594
840126,Assault,Not Eligible,M,No,37.24,0
841597,Homicide - Other,Related,F,No,12.9,10000
843516,Assault,Primary,M,No,57.84,7817.12
844138,Assault,Not Eligible,F,No,14.87,0
846258,Assault,Yet To Be Determined,F,No,38.81,0
850840,Domestic Violence,Primary,F,No,36.54,5554.5
853293,Sexual Offences,Primary,F,No,7.81,5717.6
855368,Assault,Primary,M,No,29.25,650
856570,Sexual Offences,Primary,F,Unknown,22.25,12348
857473,Assault,Primary,M,No,47.72,1300
866196,Sexual Offences,Parent Secondary,F,No,25.55,2542.4
867835,Assault,Primary,M,No,25.7,3570
870023,Assault,Not Eligible,F,No,35.18,0
871612,Sexual Offences,Primary,F,No,25.67,12000
873100,Sexual Offences,Primary,F,No,8.67,5010.76
840522,Assault,Primary,M,No,21.88,7061.44
842342,Assault,Primary,M,No,69.22,1350
845318,Homicide - MVA,Related,M,Aboriginal,52.76,10220
846136,Assault,Primary,M,Unknown,26.21,3767
823783,Homicide - Other,Related,M,Aboriginal,39.3,6000
824694,Assault,Yet To Be Determined,M,No,30.45,0
827277,Assault,Primary,M,No,65.22,2601
827329,Assault,Primary,M,No,36.69,11612
834565,Domestic Violence,Primary,M,Unknown,10.81,5735.2
836137,Assault,Primary,M,Unknown,26.52,4000
836287,Domestic Violence,Primary,F,No,32.9,3765.1
837982,Assault,Primary,M,No,70.92,10211.75
838225,Assault,Primary,M,No,41.87,0
880751,Domestic Violence,Primary,F,No,24.61,10890
880765,Assault,Primary,F,No,52.65,4849
881001,Homicide - Other,Related,F,No,4.8,10000
887249,Assault,Primary,F,No,37.66,1199
889441,Assault,Primary,M,Aboriginal,32.19,3960.89
890207,Assault,Primary,F,No,21.32,1300
890441,Assault,Primary,F,No,47.15,12907.6
893267,Assault,Witness Secondary,F,No,10.68,2217.6
893335,Domestic Violence,Primary,M,No,54.02,4833.84
894428,Domestic Violence,Primary,F,No,27.02,12272.6
895789,Homicide - Other,Related,F,No,47.18,14186.05
895873,Homicide - Other,Related,F,No,38.55,12685.91
903336,Homicide - DV,Related,F,Aboriginal,46.12,16000
904120,Robbery,Yet To Be Determined,M,No,52.6,0
905867,Domestic Violence,Yet To Be Determined,F,Unknown,30.21,0
911126,Assault,Primary,F,No,28.14,5428
911158,Assault,Primary,F,Aboriginal and Torres Strait,24.42,1370
911590,Robbery,Primary,M,No,62.61,25807.75
914325,Domestic Violence,Primary,F,No,24.43,2640.6
914893,Assault,Primary,M,No,55.15,7876.93
915234,Sexual Offences,Yet To Be Determined,M,No,33.17,0
916220,Assault,Yet To Be Determined,M,No,39.1,0
916531,Assault,Primary,F,No,44.44,1320
917674,Assault,Primary,M,No,31.81,3745
917824,Assault,Primary,M,No,53.76,5107
918035,Homicide - Other,Related,F,No,39.53,16150
890355,Assault,Witness Secondary,F,No,8.13,2000
894782,Domestic Violence,Primary,F,No,35.8,30224.45
895684,Homicide - DV,Funeral Only,M,No,30,6000
897022,Assault,Primary,M,No,27.77,1380
898309,Assault,Primary,M,Unknown,38.78,0
899378,Homicide - Other,Related,M,Unknown,11.61,10000
899480,Homicide - Other,Related,M,No,20.1,10875.62
900801,Assault,Primary,F,Unknown,53.23,5450
902087,Robbery,Primary,F,No,39.83,23369.78
905095,Sexual Offences,Parent Secondary,F,No,37.57,450
890824,Assault,Primary,F,Aboriginal,41.48,1800
894701,Sexual Offences,Primary,F,No,4.87,4464.45
894951,Sexual Offences,Primary,F,Aboriginal and Torres Strait,20.95,10040
873013,Assault,Primary,M,No,45.23,11946.81
875853,Assault,Yet To Be Determined,M,Aboriginal,40.72,0
876737,Assault,Yet To Be Determined,U,Aboriginal,42.93,0
878804,Domestic Violence,Primary,F,No,49.15,23923.25
880031,Domestic Violence,Primary,F,No,25.46,1300
881124,Assault,Primary,M,No,29.54,17273.02
883391,Assault,Primary,M,No,20.94,10000
885922,Homicide - Other,Related,M,No,47.02,18134
886640,Assault,Yet To Be Determined,M,Unknown,29.85,0
887569,Assault,Primary,M,No,52.97,3532.6
887978,Domestic Violence,Not Eligible,M,No,25.75,0
888428,Assault,Primary,F,No,40.64,7080
890884,Assault,Primary,M,No,39.78,8891.6
894460,Sexual Offences,Primary,F,No,47.82,27813.8
893912,Sexual Offences,Primary,F,No,10.62,7935.2
895857,Domestic Violence,Primary,F,No,31.33,1300
898949,Assault,Primary,M,No,49.98,1300
899519,Homicide - Other,Related,F,No,49.34,10875.62
901232,Homicide - Other,Related,F,Aboriginal,33.84,3500
903504,Assault,Not Eligible,M,Unknown,41.96,0
904013,Sexual Offences,Primary,F,Unknown,35.98,10050
905008,Assault,Primary,F,Unknown,57.56,1800
905349,Assault,Primary,F,No,37.51,6240.84
910054,Homicide - DV,Related,M,Torres Strait Islander,39.82,10000
910240,Homicide - DV,Related,M,Torres Strait Islander,39.82,10000
910440,Assault,Primary,M,No,41.17,10500
895302,Homicide - Other,Related,F,Unknown,34.13,10101.7
896705,Sexual Offences,Primary,M,No,15.53,10000
897091,Homicide - DV,Related,M,No,3.24,10000
898228,Stalking/Threats,Primary,F,No,42.74,8394.1
899344,Homicide - MVA,Related,M,No,40.37,10000
901402,Homicide - Other,Related,M,No,25.21,10000
901670,Sexual Offences,Parent Secondary,F,No,29.87,7475.62
901768,Sexual Offences,Primary,M,No,3.59,10550
902155,Sexual Offences,Primary,F,No,2.3,13050
904226,Assault,Primary,M,No,29.4,9597.12
883937,Assault,Yet To Be Determined,F,No,41.2,0
887632,Sexual Offences,Not Eligible,F,Unknown,50.42,0
889636,Domestic Violence,Primary,F,No,9.99,16493.28
874135,Sexual Offences,Primary,F,Aboriginal and Torres Strait,15.1,11949.94
875154,Assault,Primary,F,No,33.7,2498.8
875940,Domestic Violence,Primary,F,No,42.3,12717.6
882575,Domestic Violence,Not Eligible,F,No,7.31,0
886286,Assault,Primary,M,No,25.34,7512.78
886585,Assault,Primary,M,Aboriginal,5.1,3300
889511,Sexual Offences,Primary,F,No,32.18,16998
891783,Sexual Offences,Not Eligible,F,No,20.47,0
891869,Sexual Offences,Primary,F,No,24.64,10000
894123,Assault,Primary,M,No,47.97,25464.43
894810,Homicide - Other,Related,F,Unknown,57.55,10000
875574,Assault,Yet To Be Determined,M,No,43.56,0
876340,Domestic Violence,Yet To Be Determined,M,Aboriginal,31.37,0
892445,Assault,Primary,M,No,49.84,3517.6
895769,Assault,Primary,M,No,44.71,1300
896773,Sexual Offences,Primary,M,Aboriginal,8.34,4358.74
897409,Assault,Primary,F,Unknown,36.57,10658.45
898174,Assault,Primary,M,No,59.11,13669.47
902287,Other,Primary,F,Unknown,13.51,12527.45
902322,Assault,Primary,M,No,40.74,12608.56
902573,Sexual Offences,Primary,F,No,16.23,3741.76
903174,Domestic Violence,Primary,F,Unknown,41.21,3438.07
905548,Sexual Offences,Primary,F,No,14.88,18431.6
906181,Homicide - Other,Related,F,No,70.75,10000
909856,Homicide - Other,Yet To Be Determined,F,Aboriginal and Torres Strait,58.44,0
910042,Homicide - DV,Related,F,Torres Strait Islander,22.87,10541
910210,Homicide - DV,Related,M,Torres Strait Islander,39.82,10000
910294,Homicide - DV,Related,F,Torres Strait Islander,54.46,10000
912030,Other,Primary,F,Unknown,47.63,13535.65
914421,Assault,Yet To Be Determined,M,Aboriginal,30.03,0
915356,Homicide - DV,Funeral Only,M,Torres Strait Islander,42.49,5604.5
915690,Homicide - DV,Funeral Only,M,Torres Strait Islander,42.49,5054.5
915790,Homicide - DV,Funeral Only,M,Torres Strait Islander,42.49,5604.5
915910,Sexual Offences,Primary,F,No,36.91,12217.6
918665,Homicide - Other,Related,F,No,44.89,8200
923982,Homicide - MVA,Yet To Be Determined,F,No,46.27,0
881532,Assault,Primary,M,No,28.94,2265
886459,Assault,Primary,F,Aboriginal,28.31,1390
886661,Assault,Primary,F,Aboriginal,28.65,650
888015,Domestic Violence,Yet To Be Determined,F,No,28.35,0
888083,Robbery,Not Eligible,F,No,47.86,0
891959,Domestic Violence,Yet To Be Determined,F,Unknown,42.56,0
892411,Homicide - Other,Related,F,No,53.62,10000
893815,Assault,Primary,M,No,20.55,11224.8
893983,Assault,Not Eligible,M,No,30.13,0
896639,Assault,Primary,M,No,20.59,1350
897540,Domestic Violence,Primary,F,Aboriginal,26.04,3500
897559,Assault,Not Eligible,M,No,21.58,0
899446,Homicide - Other,Related,M,No,38.48,10875.62
905313,Assault,Primary,M,No,42.56,13562.1
905982,Domestic Violence,Primary,F,No,46.29,10835.2
906216,Homicide - Other,Related,M,Torres Strait Islander,12.72,17180.66
876859,Assault,Yet To Be Determined,M,No,23.19,0
878449,Assault,Primary,M,No,21.49,6291.95
879248,Assault,Primary,M,Unknown,41.77,1300
880218,Assault,Primary,F,No,31.45,1537.09
880853,Burglary,Primary,M,No,42.35,8019.37
881873,Domestic Violence,Primary,F,No,32.77,5348
883228,Domestic Violence,Primary,F,Aboriginal,30.38,3884.99
886352,Stalking/Threats,Primary,F,No,47.29,3392.72
887822,Sexual Offences,Primary,F,Unknown,23.46,4608.8
890147,Assault,Primary,M,No,59.66,6448
891000,Assault,Primary,M,No,59.1,3896.61
893119,Assault,Primary,M,No,47.75,1300
874937,Domestic Violence,Primary,F,No,36.75,1300
875020,Assault,Primary,M,No,32.04,23847.55
877043,Burglary,Primary,M,No,29.67,4650
877594,Assault,Primary,M,No,26.5,1530
878663,Homicide - DV,Related,F,No,45.66,15996.32
883161,Homicide - MVA,Related,M,Aboriginal and Torres Strait,32.88,10000
883544,Homicide - MVA,Related,M,Aboriginal and Torres Strait,35.31,10000
883596,Domestic Violence,Primary,F,Aboriginal and Torres Strait,27.62,1840
884046,Domestic Violence,Parent Secondary,F,No,38.84,2242.46
885950,Homicide - MVA,Primary,M,No,31.23,0
887705,Assault,Primary,M,No,38.9,4277.48
891048,Homicide - Other,Related,M,No,45.59,10443.33
893372,Assault,Not Eligible,M,Unknown,60.27,0
869956,Homicide - Other,Related,F,No,48.45,15918
871711,Assault,Primary,F,No,34.84,5972.6
872281,Assault,Primary,M,No,63.35,1300
873550,Assault,Primary,M,No,26.57,3567.6
877511,Homicide - Other,Related,F,No,38.78,20145.48
879500,Homicide - DV,Related,F,Aboriginal,35.48,389.78
880835,Assault,Primary,M,No,41.52,1357.25
881638,Domestic Violence,Not Eligible,M,No,6.82,0
885618,Assault,Primary,M,No,63.44,1700
885632,Domestic Violence,Primary,F,Aboriginal,25.31,3605
886435,Assault,Primary,M,No,75.75,1360.8
890129,Sexual Offences,Primary,F,No,15.96,6517.6
890279,Domestic Violence,Primary,F,No,35.32,2768.22
895027,Assault,Primary,M,No,42.91,5717.6
895326,Homicide - Other,Related,F,Unknown,29.84,20361.4
895592,Assault,Primary,M,No,45.35,2550.92
895659,Domestic Violence,Not Eligible,F,Aboriginal,11.75,0
895729,Domestic Violence,Not Eligible,F,Aboriginal,6.43,0
900658,Sexual Offences,Primary,F,No,9.5,10000
900760,Robbery,Primary,M,No,29,3525
902629,Robbery,Yet To Be Determined,F,No,23.57,0
903030,Sexual Offences,Yet To Be Determined,F,No,13.63,0
903932,Assault,Primary,M,No,29.01,3630
904185,Assault,Primary,M,No,44.01,1300
905171,Sexual Offences,Parent Secondary,F,No,38.48,2496.4
906022,Homicide - Other,Not Eligible,M,Aboriginal,6.55,0
906058,Homicide - Other,Not Eligible,F,Aboriginal,3.86,0
838432,Assault,Primary,M,No,44.73,1300
839309,Homicide - Other,Related,F,No,53.4,10500
839402,Assault,Primary,M,No,19.44,2293.21
843582,Assault,Primary,M,No,29.68,9470.75
845161,Domestic Violence,Primary,F,No,61.89,14569.49
845227,Other,Not Eligible,F,No,50.13,0
848026,Assault,Primary,M,No,22.78,10310
851277,Assault,Primary,M,No,31.48,1300
851629,Homicide - MVA,Related,F,Unknown,55.96,16473.63
852824,Assault,Primary,M,No,22.57,1300
853944,Assault,Primary,M,No,20.94,2700
854644,Domestic Violence,Primary,F,No,30.58,650
854721,Domestic Violence,Not Eligible,M,No,2.38,0
855246,Sexual Offences,Primary,F,Unknown,15.35,10000
857168,Sexual Offences,Primary,F,No,16.73,15780
857386,Homicide - Other,Related,F,No,75.95,11344.46
858145,Domestic Violence,Primary,F,No,4.05,5748
858545,Assault,Primary,M,No,19.58,4381.41
824196,Domestic Violence,Primary,F,No,45.61,5755.2
830480,Domestic Violence,Yet To Be Determined,F,No,21.01,0
831991,Homicide - MVA,Related,F,Unknown,48.27,10000
834320,Sexual Offences,Not Eligible,F,Unknown,16.44,0
834390,Motor Vehicle Accident,Yet To Be Determined,M,No,41.55,0
835515,Burglary,Primary,F,No,67.59,3193.4
837314,Homicide - Other,Not Eligible,M,No,42.87,0
837430,Homicide - Other,Related,F,No,2.5,10000
838064,Burglary,Primary,M,No,49.66,5611.01
838150,Assault,Not Eligible,M,Aboriginal,17.09,0
838811,Homicide - MVA,Related,F,Aboriginal,15.18,10000
839184,Assault,Primary,M,No,25.92,4297.6
844175,Assault,Not Eligible,M,No,47.2,0
845211,Domestic Violence,Primary,F,No,40.28,14960.5
848985,Domestic Violence,Primary,F,Aboriginal,18.42,2625
850341,Sexual Offences,Primary,F,No,9.62,10000
853417,Domestic Violence,Primary,F,No,39.14,1400
854026,Assault,Primary,M,No,28.69,1300
854292,Assault,Primary,M,No,28.06,1300
863809,Assault,Primary,M,No,65.59,4525.6
865810,Assault,Yet To Be Determined,M,No,44.63,0
866887,Assault,Primary,M,No,39.32,4500
869216,Assault,Primary,M,No,48.02,27500
869734,Homicide - Other,Related,M,Aboriginal,52,3500
871597,Homicide - DV,Related,F,No,47.64,2000
872369,Assault,Primary,M,Torres Strait Islander,31.38,10020
842428,Homicide - Other,Related,F,Aboriginal,74.93,8375
843028,Assault,Primary,M,No,22.71,7277.62
846547,Assault,Not Eligible,F,No,42.95,0
848969,Burglary,Primary,M,Unknown,47.22,15006
851552,Homicide - MVA,Related,F,No,13.76,10500
855539,Assault,Yet To Be Determined,M,No,28.58,0
860576,Assault,Not Eligible,M,Aboriginal,19.84,0
860937,Robbery,Primary,M,No,39.68,1800
862125,Assault,Primary,M,No,27.22,1300
863827,Domestic Violence,Primary,F,Aboriginal and Torres Strait,37.86,1300
864354,Assault,Yet To Be Determined,M,No,30.27,0
865122,Assault,Primary,F,No,19.72,5179.12
869777,Assault,Primary,M,No,27.24,0
847999,Assault,Primary,F,No,27.88,10550
849648,Homicide - Other,Related,F,No,69.46,14322.02
850507,Homicide - Other,Related,M,Aboriginal,3.43,10000
850975,Assault,Primary,M,No,65.16,10318.88
853576,Homicide - MVA,Related,F,No,52.39,10000
854001,Sexual Offences,Primary,F,No,13.18,12217.6
854333,Homicide - Other,Not Eligible,M,Aboriginal,24.87,0
854628,Assault,Yet To Be Determined,M,No,30.66,0
856707,Assault,Primary,M,No,66.97,4863.05
856793,Sexual Offences,Primary,F,Unknown,40.81,3580
857141,Assault,Primary,M,Aboriginal,54.93,6152.2
858188,Sexual Offences,Primary,F,No,5.79,13100
858665,Sexual Offences,Primary,F,No,11.87,24210
860696,Assault,Primary,M,No,47.7,0
860869,Assault,Not Eligible,M,No,35.47,0
861528,Sexual Offences,Parent Secondary,F,No,44.36,31708.37
866124,Domestic Violence,Primary,F,No,14.67,4000
866144,Assault,Primary,F,No,37.04,7765.9
866862,Sexual Offences,Primary,F,No,6.84,18096.38
867564,Assault,Primary,M,No,42.81,1300
870770,Assault,Yet To Be Determined,F,No,28.92,0
893423,Sexual Offences,Primary,M,No,9.3,12908.55
893773,Assault,Primary,M,No,53.07,1300
894523,Assault,Yet To Be Determined,M,No,41.36,0
894825,Assault,Primary,M,No,19.35,5306.73
896682,Sexual Offences,Parent Secondary,F,Aboriginal,41.87,3600
901543,Assault,Primary,M,No,49.76,18389.16
903383,Assault,Primary,M,Torres Strait Islander,35.39,4032.1
904988,Assault,Yet To Be Determined,M,No,57.51,0
905270,Homicide - MVA,Related,F,Aboriginal and Torres Strait,31.75,10000
905888,Sexual Offences,Primary,F,Aboriginal,46.13,3500
910085,Homicide - DV,Related,M,Torres Strait Islander,39.82,10000
910117,Homicide - DV,Yet To Be Determined,M,Torres Strait Islander,39.82,0
910150,Homicide - DV,Related,M,Torres Strait Islander,39.82,10000
912219,Homicide - Other,Related,M,No,9.28,1317.75
899408,Homicide - Other,Related,F,Unknown,14.36,10000
900530,Assault,Primary,M,No,35.84,1300
902382,Assault,Not Eligible,F,Unknown,46.95,0
906160,Homicide - Other,Related,M,No,44.45,10000
906253,Homicide - Other,Related,F,Torres Strait Islander,6.33,17180.66
906739,Domestic Violence,Not Eligible,F,No,56.75,0
909922,Domestic Violence,Primary,F,No,19.48,10180
912251,Homicide - Other,Related,M,Unknown,3.73,1317.75
912426,Assault,Primary,M,Unknown,43.68,10500
913991,Burglary,Parent Secondary,M,No,36.84,2000
914166,Domestic Violence,Primary,F,No,20.32,4506.2
914986,Burglary,Primary,F,Aboriginal and Torres Strait,25.99,3545
915111,Assault,Primary,F,Aboriginal,39.53,1300
918103,Assault,Not Eligible,F,Aboriginal,53.47,0
918476,Sexual Offences,Not Eligible,F,Unknown,19.81,0
918519,Domestic Violence,Yet To Be Determined,F,No,28.06,0
919964,Sexual Offences,Yet To Be Determined,M,No,22.04,0
920157,Assault,Primary,M,No,29.84,0
921995,Sexual Offences,Primary,F,No,32.31,14932.85
922699,Assault,Not Eligible,M,No,27.57,0
923331,Assault,Primary,F,Unknown,54.46,1479
923910,Assault,Primary,M,No,44.81,1430
927893,Assault,Primary,F,Unknown,24.3,1300
929426,Assault,Primary,M,No,38.72,13896.93
930869,Homicide - Other,Related,M,No,66.45,10000
897801,Assault,Primary,U,No,21.08,1300
899421,Robbery,Primary,F,No,58.56,4417.6
899754,Domestic Violence,Primary,F,No,35.83,53540.6
901209,Homicide - Other,Related,M,No,9.21,3000
901578,Assault,Primary,F,No,23.61,3109.13
902212,Robbery,Primary,M,No,5.35,3743.46
902546,Homicide - Other,Yet To Be Determined,M,No,60.66,0
905053,Sexual Offences,Parent Secondary,M,No,41.73,0
906138,Homicide - Other,Not Eligible,M,Aboriginal,12.62,0
910353,Assault,Yet To Be Determined,M,Unknown,26.03,0
912071,Homicide - Other,Related,F,Unknown,11.01,1317.75
912154,Homicide - Other,Related,F,Unknown,10.99,1317.75
912374,Homicide - Other,Related,M,Unknown,5.14,1317.75
913375,Domestic Violence,Not Eligible,M,Unknown,40.32,0
906693,Sexual Offences,Yet To Be Determined,M,No,11.24,0
910902,Sexual Offences,Primary,F,Aboriginal and Torres Strait,29.38,12284.99
910938,Assault,Not Eligible,F,Aboriginal,40.5,0
912207,Homicide - Other,Related,F,No,23.23,10000
913542,Homicide - DV,Related,M,Unknown,38.96,1000
914881,Assault,Primary,M,Unknown,36.45,5015.56
918842,Assault,Witness Secondary,M,No,4.56,1800
918908,Homicide - Other,Related,M,No,39.67,10000
919575,Sexual Offences,Not Eligible,F,No,50.64,0
924171,Assault,Primary,M,No,27.17,1300
925577,Assault,Primary,M,Unknown,48.86,3532
925860,Robbery,Yet To Be Determined,F,No,40.23,0
926612,Assault,Primary,M,Aboriginal,28.85,3000
910168,Homicide - DV,Related,F,Torres Strait Islander,22.87,13586
910269,Homicide - DV,Related,F,Torres Strait Islander,22.87,10000
911020,Homicide - Other,Related,F,Aboriginal,44.74,3500
911673,Assault,Primary,M,Unknown,20.3,16733
911753,Assault,Primary,M,No,24.28,3550
915750,Homicide - DV,Funeral Only,M,Torres Strait Islander,42.49,5604.5
915832,Assault,Primary,M,No,32.85,7005.2
915882,Motor Vehicle Accident,Yet To Be Determined,F,No,59.21,0
916152,Assault,Primary,M,No,23.74,1300
916920,Sexual Offences,Not Eligible,F,Unknown,15.46,0
917003,Assault,Primary,M,Unknown,26.13,12693.16
918740,Homicide - Other,Related,M,Unknown,49.74,8200
931712,Assault,Yet To Be Determined,F,Unknown,41.27,0
932139,Assault,Witness Secondary,F,No,34.23,1800
914100,Assault,Primary,M,No,21.51,1350
914936,Burglary,Not Eligible,M,No,39.69,0
915770,Homicide - DV,Funeral Only,M,Torres Strait Islander,42.49,5604.5
916588,Assault,Primary,M,No,34.08,3500
916808,Assault,Primary,F,No,47.96,11224
919432,Assault,Primary,M,No,29.04,0
921052,Assault,Not Eligible,M,Unknown,33.42,0
921091,Assault,Not Eligible,F,No,49.86,0
922172,Sexual Offences,Yet To Be Determined,M,No,4.98,0
922220,Robbery,Primary,M,No,21.28,3595
926416,Assault,Primary,M,No,15.87,1636.6
927995,Homicide - Other,Related,M,No,46.02,10000
929172,Homicide - DV,Related,M,Unknown,0.13,10000
930744,Assault,Not Eligible,F,No,49.6,0
894535,Domestic Violence,Primary,F,Aboriginal,45.92,1300
898406,Assault,Primary,M,No,37.63,1300
899599,Homicide - Other,Related,M,Unknown,57.77,9875.62
901362,Homicide - Other,Related,F,No,49.68,10000
906328,Sexual Offences,Primary,F,No,37.2,10304.92
911994,Domestic Violence,Primary,F,Aboriginal and Torres Strait,24.94,3558
914341,Sexual Offences,Primary,F,No,7.47,7980.69
914843,Assault,Primary,F,Aboriginal,32.37,1300
915997,Sexual Offences,Primary,F,No,40.5,12000
918133,Other,Yet To Be Determined,M,No,78.3,0
918635,Homicide - Other,Related,M,No,50.8,8200
918710,Homicide - Other,Related,F,No,21.76,8200
918855,Homicide - Other,Related,F,Unknown,47.18,8200
922538,Assault,Primary,F,No,23.99,18805
924103,Homicide - Other,Related,M,No,72.32,16000
924878,Assault,Primary,M,Aboriginal,34.17,1300
925789,Assault,Primary,F,No,68.24,12300
927679,Sexual Offences,Primary,F,Aboriginal,15.98,5837.6
929708,Assault,Primary,M,No,25.06,12382.9
929865,Homicide - MVA,Yet To Be Determined,F,No,53.15,0
933245,Assault,Primary,F,Aboriginal,29.64,1300
934177,Assault,Primary,M,No,25.5,24283.68
935147,Sexual Offences,Primary,F,No,15.87,12726.64
935265,Assault,Primary,F,Aboriginal,30.03,1948.7
906265,Homicide - Other,Not Eligible,F,Aboriginal,48.38,0
906365,Assault,Primary,M,No,35.84,2839
910008,Sexual Offences,Parent Secondary,F,No,37.24,3053.76
912096,Homicide - Other,Related,M,Unknown,5.17,1317.75
912133,Homicide - Other,Related,M,Unknown,3.76,1317.75
912231,Domestic Violence,Primary,F,No,43.21,7017.6
913285,Assault,Primary,M,No,56.43,497.95
915004,Assault,Yet To Be Determined,M,No,26.95,0
917628,Assault,Primary,F,Aboriginal,41.5,6717.6
919952,Motor Vehicle Accident,Yet To Be Determined,F,No,49.47,0
927322,Assault,Primary,M,No,23.73,1300
927640,Assault,Yet To Be Determined,M,No,25.3,0
928693,Assault,Primary,F,Unknown,74.27,3778.5
871681,Domestic Violence,Primary,F,No,14.72,10000
871776,Domestic Violence,Primary,F,Aboriginal,50.4,1200
873051,Sexual Offences,Parent Secondary,M,No,25.65,3767.68
874925,Assault,Primary,M,No,66.08,660
875032,Sexual Offences,Not Eligible,F,No,35.33,0
865074,Homicide - MVA,Witness Secondary,F,No,22.52,4326.64
866085,Domestic Violence,Parent Secondary,F,No,30.25,11315.35
866926,Sexual Offences,Primary,F,No,13.84,13900.92
867187,Assault,Primary,M,No,31.24,24101.61
868884,Sexual Offences,Primary,F,Aboriginal,15.36,10030
868932,Assault,Primary,F,No,36.92,11144.39
868966,Domestic Violence,Primary,F,Aboriginal,19.18,4174
871449,Assault,Primary,M,Aboriginal,35.59,3500
871740,Domestic Violence,Primary,F,Aboriginal,27.54,1300
872244,Domestic Violence,Primary,F,Aboriginal,50.29,6842.2
872903,Sexual Offences,Not Eligible,F,Aboriginal,38.9,0
873144,Domestic Violence,Primary,F,No,37.76,2403.95
876663,Robbery,Primary,M,No,31.75,7540
870963,Assault,Not Eligible,M,No,29.83,0
871483,Assault,Primary,F,Aboriginal,37.84,6105
873187,Sexual Offences,Primary,F,No,13.63,5348
