id,status,name,address,latitude,longitude,region1,type_id,type_name,notes,product1,product2,product3,service1,service2,service3,service4,service5,region2,region3
460,Published,Yeerongpilly station,"67 Wilkie Street, Yeerongpilly, Brisbane South",-27.5255,153.014,Brisbane South,5,Rail fare machine,,go card,,,Buy,Top up,Register,Refund,Change expiry date,,
461,Published,South Bank station,"Grey Street, South Brisbane, Brisbane Central",-27.4818,153.023,Brisbane Central,5,Rail fare machine,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
462,Archived,Sunbus Customer Service Counter,"Sunshine Plaza, Horton Parade, Maroochydore, Sunshine Coast",-26.6549,153.09,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
463,Published,IGA Acacia Ridge,"28 Elizabeth Street, Acacia Ridge, Brisbane South",-27.5902,153.027,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
464,Published,Ferny Hills News & Casket,"Shop 11, 126 Ferny Way, Ferny Hills, Brisbane North",-27.4003,152.939,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
465,Archived,Moorooka News,"1131 Ipswich Rd, Moorooka, Brisbane South",-27.535,153.014,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
466,Archived,Oxley Newsagency,"94 Cook Street, Oxley, Brisbane South",-27.5527,152.974,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
467,Archived,Wynnum Station News,"181 Florence St, Wynnum, Brisbane East",-27.4455,153.171,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
468,Archived,NewsXpress Albany Creek,"Corner Old Northern Rd and Albany Forest Drive, Albany Creek, Brisbane North",-27.3581,152.969,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
469,Published,Nextra Bribie Island News,"Bribie Island Shopping Centre, Bongaree, Queensland, Australia",-27.064302,153.157087,Northern,1,Standard retailer,,go card,SEEQ card,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
470,Archived,Logan Road News,"1303 Logan Road, Mount Gravatt, Brisbane South",-27.5341,153.075,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
472,Published,North Wavell News,"151 Hamilton Road, Wavell Heights, Brisbane North",-27.3893,153.05,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
473,Published,Mater Hill busway station,"Stanley Street, opposite Mater Public Hospital, South Brisbane, Brisbane Central",-27.4842,153.028,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,,,,,
474,Published,King George Square busway station,"corner Ann and Roma Streets, access also available from Adelaide Street, Brisbane , Brisbane Central",-27.4669,153.022,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,,,,,
475,Published,South Bank Busway station,"corner of Tribune Street and Colchester Streets, South Brisbane, Brisbane Central",-27.4807,153.022,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,,,,,
476,Published,Woolloongabba busway station,"corner of Main Street and Stanley Streets, Woolloongabba, Brisbane South",-27.486,153.035,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
477,Published,Griffith University busway station,"access to Plaza from roundabout at bottom of Sports Road , Mount Gravatt, Brisbane South",-27.5466,153.064,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
478,Published,Upper Mount Gravatt busway station,"McGregor Street, Upper Mount Gravatt, Brisbane South",-27.5634,153.081,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
479,Archived,Highland Park News,"104 Alexander Drive (corner Explorers Way), Highland Park, Gold Coast",-27.5217,153.074,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,Gold Coast,
480,Published,Cultural Centre busway station,"corner of Grey and Melbourne Streets, South Brisbane, Brisbane Central",-27.4732,153.019,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,,,,,
481,Published,Buranda Busway Station,"OKeefe Street, Buranda, Brisbane South",-27.497029,153.039182,Brisbane South,4,Bus fare machine,,go card,,,Buy,Top up,,,,Brisbane,
482,Published,RBWH busway station,"Bowen Bridge Road, Herston, Brisbane North",-27.4474,153.029,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,,,,,
483,Published,QUT Kelvin Grove busway station,"between University and Victoria Park Golf Course, Kelvin Grove, Brisbane North",-27.452,153.019,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,,,,,
484,Published,Terrace News,"Morris Towers, 149 Wickham Terrace , Spring Hill, Brisbane North",-27.4646,153.025,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
485,Published,Chermside Bus Interchange,"corner Gympie and Hamilton Roads, Chermside, Brisbane North",-27.3854,153.031,Brisbane North,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
486,Published,Sunnybank News and Casket Agency,"Shop 22 Sunnybank Plaza, Mains Road, Sunnybank, Brisbane South",-27.5706,153.062,Brisbane South,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
487,Published,Clarks Logan City Bus ticket kiosk Loganholme,"Logan Hyperdome, corner Pacific Highway and Bryants Road, Loganholme, Southern",-27.6606,153.173,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
488,Published,Clarks Logan City Bus ticket kiosk Springwood,"Springwood bus station, Springwood, Southern",-27.6144,153.126,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
489,Published,Target News,"Shop 2 Buranda Village, Ipswich Road, Buranda, Brisbane South",-27.500757,153.036824,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
490,Archived,Peregian Beach Newsagency,"6 Kingfisher Drive, Peregian Beach, Sunshine Coast",-26.4812,153.096,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
491,Archived,IGA Express Upper Mt Gravatt,"1722 Logan Road, Upper Mount Gravatt, Brisbane South",-27.5481,153.081,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
492,Published,Garden City bus interchange,"South East Freeway near Garden City Shopping Centre (access via current bus interchange), Upper Mount Gravatt, Brisbane South",-27.5631,153.081,Brisbane South,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
493,Archived,Cannon Hill Friendly Grocer,"73 Molloy Road, Cannon Hill, Brisbane East",-27.471,153.083,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
494,Published,Spar Express,"503 St Pauls Terrace, Fortitude Valley, Brisbane Central",-27.454,153.034,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
495,Published,Logandale Plaza News,"Shop 10, Logandale Plaza, Cnr Beenleigh-Redland Bay Road and Logandale Boulevard, Loganholme, Southern",-27.6735,153.211,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
496,Published,Rosewood News,"12 John Street, Rosewood, Western",-27.6419,152.593,Western,1,Standard retailer,,go card,,,Buy,,,,,,
497,Archived,Nibble Coffee and Convenience Store,"83 Hardgrave Road, West End (Brisbane City), Brisbane South",-27.4827,153.007,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
498,Archived,Kings Circle News / Caboolture Officesmart,"287 King Street, Caboolture, Northern",-27.076,152.929,Northern,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
499,Published,News Extra Gumdale,"Shop 4, 696 New Cleveland Road, Gumdale, Eastern",-27.4905,153.153,Eastern,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
500,Archived,Wishart Village News,"Shop 3, 590 Mt Gravatt-Capalaba Road, Wishart, Brisbane South",-27.5483,153.108,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
501,Published,Bond University Bookshop,"Shop 5-6, Commercial Centre, Bond University, Robina, Gold Coast",-28.0465,153.409,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
502,Published,Nambour News and Casket,"Centenary Square, Currie St, Nambour, Sunshine Coast",-26.6278,152.959,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
503,Published,Newsxpress Noosaville,"Shop 2, 199 Gympie Terrace , Noosaville, Sunshine Coast",-26.3986,153.062,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
504,Archived,Nextra Beenleigh Marketplace,"Shop 31, Beenleigh Marketplace, George Street, Beenleigh, Southern",-27.7162,153.201,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
505,Published,Greenbank Plaza News,"Shop 3, 15 Pub Lane, Greenbank, Southern",-27.7383,152.983,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
506,Archived,Yeronga News,"Shop 3, Yeronga Village, 429 Fairfield Road, Yeronga, Brisbane South",-27.5163,153.017,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
507,Archived,Metropolitan South Institute of TAFE - Mt Gravatt Campus,"Customer Service Centre, F block, 1030 Cavendish Road, Mount Gravatt, Brisbane South",-27.5253,153.091,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
508,Archived,Metropolitan South Institute of TAFE - Alexandra Hills Campus,"Customer Service Centre, A block, Windemere Road, Alexandra Hills, Eastern",-27.5311,153.216,Eastern,1,Standard retailer,,go card,,,Buy,,,,,South East Queensland,
509,Published,Kallangur Fair News,"1473 Anzac Avenue, Kallangur, Northern",-27.2501,152.999,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
510,Archived,Walloon News,"12 Queen Street , Walloon, Western",-27.6061,152.665,Western,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
511,Published,Nextra Peninsula Fair News,"Peninsula Fair Shopping Centre, Anzac Ave, Kippa-Ring, Northern",-27.2256,153.088,Northern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
512,Published,Night Owl ,"660 Brunswick Street, New Farm, Brisbane Central",-27.4632,153.042,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
513,Published,St Lucia Supermarket,"185  Sir Fred Schonell Drive, St Lucia, Brisbane West",-27.4944,153.003,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
514,Published,Supanews Strathpine,"Westfield Shopping Centre, Gympie Road, Strathpine, Northern",-27.3069,152.993,Northern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
515,Archived,Cooroy Newsagency,"28 Maple Street, Cooroy, Sunshine Coast",-26.4177,152.91,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
516,Published,Tewantin Newsagency,"107 Poinciana Avenue, Tewantin, Sunshine Coast",-26.3921,153.038,Sunshine Coast,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
517,Published,Camp Hill Newsagency,"569 Old Cleveland Road, Camp Hill, Brisbane East",-27.493,153.075,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
518,Published,Stanley Road News,"182 Stanley Road, North Carina, Brisbane East",-27.488,153.088,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
519,Archived,Tobacco Station Stones Corner,"307 Logan Road, Stones Corner, Brisbane South",-27.499,153.045,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
520,Published,Nextra Orion Newsagency,"Shop 29, 1 Main Street Orion Springfield, Springfield, Brisbane West",-27.6776,152.902,Brisbane West,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
521,Published,Gold Coast Tourism Visitor Information Booth,"2 Cavill Avenue, Surfers Paradise, Queensland, Australia",-28.001927,153.428923,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
522,Archived,Mt Gravatt East Post Office,"Shop 3, 8 Carrara Street, Mount Gravatt East, Brisbane South",-27.5239,153.081,Brisbane,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
523,Published,Waterford Plaza News,"Waterford Plaza, corner Kingston and Taigum Roads , Waterford, Southern",-27.6924,153.136,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
524,Published,Nextra Burleigh Heads,"Stockland Burleigh Shopping Centre, West Burleigh Road, Burleigh Heads, Gold Coast",-28.096893,153.442285,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,Top up,Register,Refund,Change expiry date,Gold Coast,
525,Published,BP Cooroy Supermart,"28 Elm Street, Cooroy, Sunshine Coast",-26.4184,152.912,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
526,Published,Supanews Green Square,"Shop 7 Green Square North Tower, 515 St Pauls Terrace, Fortitude Valley, Brisbane Central",-27.4536,153.035,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
527,Published,Nextra Kenmore Village News,"Shop 50, Kenmore Village, Brookfield Road, Kenmore, Brisbane West",-27.5072,152.94,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
528,Published,Lucky 7 South Bank,"Shop 4, 166 Grey Street, South Bank, Brisbane Central",-27.4781,153.021,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
529,Published,Victoria Point West Licensed Post Office,"Shop 54, Victoria Point Shopping Centre, corner Cleveland Redland Bay Road and Bunker Road, Victoria Point, Eastern",-27.5854,153.281,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
530,Archived,Deagon News,"138 Braun Street, Deagon, Brisbane North",-27.3324,153.059,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
531,Published,NewsXpress Arana Hills,"Shop 13B, Kmart Plaza, corner Patricks Road and Dawsons Parade, Arana Hills, Brisbane North",-27.3973,152.961,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
532,Published,Moffat Beach News,"6 Seaview Terrace, Moffat Beach, Sunshine Coast",-26.7899,153.142,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
533,Published,Surfside Newsagency,"10 North Street Woorim, Bribie Island, Northern",-27.0683,153.203,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
534,Published,Alderley Licensed Post Office,"19 Samford Road, Alderley, Queensland, Australia",-27.424959,153.000265,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
535,Archived,IGA Express Cannon Hill,"965 Wynnum Road, Cannon Hill, Brisbane East",-27.4689,153.09,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
536,Archived,Colmslie Plaza News,"38 Junction Road, Morningside, Brisbane East",-27.4653,153.079,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
537,Published,Given Terrace Newsagency,"Shop 1/209 Given Terrace, Paddington, Brisbane North",-27.4616,153.006,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
538,Published,Stones Corner News,"347 Logan Road, Stones Corner, Brisbane South",-27.4992,153.045,Brisbane South,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
539,Published,Broadcast News,"Shop 1, 39 Sherwood Road, Toowong, Brisbane West",-27.4854,152.992,Brisbane West,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
540,Published,Wilston News & Post,"Shop 1, 99 Kedron Brook Road, Wilston, Brisbane North",-27.4322,153.02,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
541,Published,Goodes Newsagency,"771 Stanley Street, Woolloongabba, Brisbane South",-27.4864,153.034,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
542,Published,IGA Express Woolloongabba,"14 Annerley Road, Woolloongabba, Brisbane South",-27.4875,153.029,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
543,Archived,News on Kameruka,"corner Beaudesert Road and Kameruka Street, Calamvale, Brisbane South",-27.624,153.049,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
544,Archived,Logan City News,"Shop 66, Logan City Centre, corner Kingston Road and Wembley Road, Logan Central, Southern",-27.6427,153.119,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
545,Published,Nobby Beach Newsagency,"Shop 1, 2239 Gold Coast Highway, Mermaid Beach, Gold Coast",-28.0587,153.438,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
546,Archived,Kwikimart (a Friendly Grocer Store),"Shop 69, 158 Moray Street, New Farm, Brisbane Central",-27.4701,153.043,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
547,Published,Palm Beach Newsagency,"Shop 5A, 10 Fifth Avenue, Palm Beach, Gold Coast",-28.1223,153.472,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
548,Archived,Palmdale News,"2120 Logan Road, Upper Mount Gravatt, Brisbane South",-27.5612,153.083,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
549,Archived,Night Owl Wickham Street,"Chopstix Arcade, 210 Wickham Street, Fortitude Valley, Brisbane Central",-27.4574,153.033,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
550,Published,Norfolk News,"Norfolk Village Shopping Centre, 174-178 Pascoe Road, Ormeau, Southern",-27.7639,153.245,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
551,Published,Nextra Garden City Lower Level,"Westfield Garden City (lower level, opposite Coles), Logan Road, Mount Gravatt, Brisbane South",-27.5634,153.082,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,Brisbane,
552,Archived,Welcome Express Convenience Store,"243 Brunswick Street, Fortitude Valley, Brisbane Central",-27.4571,153.033,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
553,Archived,Pit Stop News and Supermarket,"3313 Surfers Paradise Boulevard, Surfers Paradise, Queensland, Australia",-27.9936,153.429393,Gold Coast,2,Preloaded reseller,,go card,,,Buy,,,,,Gold Coast,
554,Archived,Spring Hill News,"Shop 3, 74 Little Edward Street, Spring Hill, Brisbane North",-27.4611,153.024,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
555,Published,Supanews Nundah Village,"Shop 9, 1193 Sandgate Road, Nundah, Brisbane North",-27.4028,153.061,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
556,Published,Commercial Road News,"52 Commercial Road, Fortitude Valley, Brisbane Central",-27.4533,153.044,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
557,Published,Supanews Bracken Ridge,"Bracken Ridge Plaza Shopping Centre, Corner Telegraph and Norris Roads, Bracken Ridge, Brisbane North",-27.330219,153.026505,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
558,Published,7-Eleven Kensington Hills,"1 Sovereign Avenue, Bray Park (Moreton Bay Regional), Northern",-27.2971,152.975,Northern,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
559,Published,Broadbeach News and Casket,"2703 Gold Coast Highway, Broadbeach, Gold Coast",-28.029247,153.430453,Gold Coast,1,Standard retailer,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
560,Published,Jindalee News,"Shop 5, 86 Curragundi Road, Jindalee, Brisbane West",-27.534681,152.935247,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
561,Published,Middle Park News,"Park Village Shopping Centre, 92 Horizon Drive, Middle Park, Brisbane West",-27.555213,152.923094,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
562,Published,Mary Ryans Bookstore,"40 Park Road, Milton, Brisbane West",-27.4713,153.005,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,Brisbane,
563,Published,Norman Park Central News,"Shop 1, 183 Bennetts Road, Norman Park, Brisbane East",-27.4759,153.066,Brisbane East,1,Standard retailer,,go card,,,Buy,,,,,,
564,Archived,Westside Story Newsagency,"85 Boundary Street, West End (Brisbane City), Brisbane South",-27.4778,153.013,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
565,Archived,Night Owl Brunswick Street,"Shop 2B, Valley Mall, 312-318 Brunswick Street, Fortitude Valley, Brisbane Central",-27.458,153.035,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
566,Archived,Supanews Carseldine,"Carseldine Central, 735 Beams Road, Carseldine, Brisbane North",-27.3453,153.012,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
567,Archived,Redland Heights News,"30 Cypress Street, Redland Bay, Eastern",-27.6284,153.298,Eastern,1,Standard retailer,,go card,,,Buy,,,,,,
568,Archived,Skylark News,"59 Skylark Street, Inala, Brisbane West",-27.6014,152.98,Brisbane West,1,Standard retailer,,go card,,,Buy,,,,,,
569,Published,Newmarket Post Office,"Shop 123, 400 Newmarket Road, Newmarket, Brisbane North",-27.4371,153.007,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
570,Published,Banyo Station,"268 St Vincents Road, Banyo, Brisbane North",-27.374995,153.077268,Brisbane North,6,Rail ticket office,,go card,,,Buy,Top up,Register,Refund,Change expiry date,Brisbane,
571,Published,Lucky Charm Noosa,"Shop 1069A, Noosa Civic, 28 eenie Creek Road, Noosaville, Sunshine Coast",-26.4158,153.049,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,,
572,Published,NewsXpress Jimboomba,"Shop 10, Junction Shopping Centre, Cusack Lane, Jimboomba, Southern",-27.830644,153.026739,Southern,1,Standard retailer,,go card,,,Buy,,,,,,
573,Published,7-Eleven Southbank TAFE,"Southbank TAFE, 5/97 Merivale Street, South Brisbane, Brisbane Central",-27.4797,153.019,Brisbane Central,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
574,Archived,Supanews North Lakes,"Shop 1104/5 Westfield North Lakes, North Lakes, Northern",-27.2398,153.02,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
575,Archived,Noosa Junction Newsagency,"Shop 1/26 Sunshine Beach Rd, Noosa Heads, Sunshine Coast",-26.398385,153.091521,Sunshine Coast,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
576,Published,Clock Corner Convenience Store & Take-Away,"13/521 Beams Rd, Carseldine, Brisbane North",-27.3482,153.028,Brisbane North,1,Standard retailer,,go card,,,Buy,,,,,,
577,Published,Gatton Plaza Newsagency ,"7/8 Plaza Shopping Centre Spencer St, Gatton, Western",-27.558271,152.279529,Western,1,Standard retailer,,go card,,,Buy,,,,,,
578,Published,Night Owl West End,"Shop 1, 158 Boundary St, West End (Brisbane City), Brisbane South",-27.4814,153.012,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
579,Published,Night Owl Highgate Hill,"Shop 2, 34 B Gladstone Road, Highgate Hill, Brisbane South",-27.4845,153.02,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
580,Published,Narangba Valley News,"Shop 6, 212 Young Road, Narangba, Northern",-27.173203,152.936888,Northern,1,Standard retailer,,go card,,,Buy,,,,,,
581,Published,Friendly Grocer Broadbeach,"Shop 10, Belair Retail Centre, Gold Coast Highway,Broadbeach, Broadbeach, Gold Coast",-28.035828,153.431953,Gold Coast,2,Preloaded reseller,,go card,Gold Coast go explore card,,Buy,,,,,Gold Coast,
582,Published,Valley Centre News,"Valley Metro Centre, 230 Brunswick St, Fortitude Valley, Brisbane Central",-27.456839,153.03302,Brisbane Central,1,Standard retailer,,go card,,,Buy,,,,,,
583,Archived,Get Hummered,"10 Transit Centre, Beach Rd, Surfers Paradise, Gold Coast",-28.002304,153.426632,Gold Coast,1,Standard retailer,,go card,,,Buy,,,,,,
584,Archived,Labrador Park Newsagency,"100 Brisbane Road, Labrador, Gold Coast",-27.931558,153.377048,Airlie Beach,1,Standard retailer,,go card,,,Buy,,,,,Airlie Beach,
585,Published,NewsXpress Deception Bay,"Shop 16 Deception Bay SC, Bay Avenue, Deception Bay, Northern",-27.19383,153.029327,Northern,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,,
586,Published,Coorparoo News,"Shop 6, Coorparoo Convenience Centre, 208 Old Cleveland Road, Coorparoo, Brisbane East",-27.497168,153.054055,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,Change expiry date,,,,
587,Published,Swan Newsagency,"Shop 137 Sunshine Plaza, Horton Parade, Maroochydore, Sunshine Coast",-26.654877,153.090593,Sunshine Coast,1,Standard retailer,,go card,SEEQ card,Visitor Information Pack,Buy,Top up,Register,Refund,Change expiry date,Sunshine Coast,
588,Published,Loganholme Bus Interchange,"Cnr Service Rd and Mandew St, Loganholme, Southern",-27.660298,153.173541,Southern,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
589,Published,Eight Mile Plains Busway,"Eight Mile Plains Busway Station, Eight Mile Plains, Brisbane South",-27.57848,153.101739,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
590,Published,Springwood Busway Station,"Springwood Busway Station, Springwood, Southern",-27.614579,153.125323,Southern,1,Standard retailer,,go card,,,Buy,Top up,,,,,
591,Published,Greenslopes Busway,"Barnsdale Place, Greenslopes, Brisbane South",-27.510946,153.040493,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
592,Published,PA Hospital Busway,"PA Hospital, Ipswich Road, Woolloongabba, Brisbane South",-27.496863,153.033977,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
593,Published,Boggo Road Busway,"Quarry Street, Woolloongabba, Brisbane South",-27.492742,153.030513,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
594,Published,Carindale Bus Interchange,"Westfield Carindale Shopping Centre, Carindale, Brisbane East",-27.503369,153.102971,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,,,,,
595,Published,Cannon Hill Bus Interchange,"Cannon Hill Shopping Centre, Creek Road, Cannon Hill, Brisbane East",-27.470755,153.096887,Brisbane East,1,Standard retailer,,go card,,,Buy,Top up,,,,,
596,Published,Holland Park Busway,"Holland Park Busway Station, Holland Park, Brisbane South",-27.523145,153.054915,Brisbane South,1,Standard retailer,,go card,,,Buy,Top up,,,,,
597,Published,Normanby Busway,"Normanby Busway Station, Red Hill (Brisbane City), Brisbane North",-27.458927,153.01509,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,,,,,
598,Published,Roma Street Busway,"Roma Street Busway Station, Brisbane , Brisbane Central",-27.465434,153.017253,Brisbane Central,4,Bus fare machine,Adult go cards only,go card,,,Buy,Top up,,,,Brisbane,
599,Published,Royal Childrens Hospital Busway,"Royal Childrens Hospital, Herston, Brisbane North",-27.449758,153.025944,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,,,,,
600,Published,Toombul Bus Interchange,"Toombul Shopping Centre, Toombul, Brisbane North",-27.408392,153.060114,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,,,,,
601,Published,Aspley Bus Interchange,"Pick n Pay Hypermarket, Albany Creek Rd, Aspley, Brisbane North",-27.363956,153.012848,Brisbane North,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
602,Published,Brookside Bus Interchange,"Brookside Shopping Centre, Mitchelton, Brisbane North",-27.410027,152.978784,Brisbane North,1,Standard retailer,,go card,,,Buy,Top up,,,,,
603,Published,UQ (Chancellor),"University of Queensland, St Lucia, Brisbane West",-27.498036,153.010862,Brisbane West,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
604,Published,Bribie Island Park n Ride,"Cnr Village and Victory Road, Bongaree, Bribie Island, Northern",-27.06552,153.158635,Northern,4,Bus fare machine,,go card,,,Buy,Top up,,,,,
605,Published,Lockyer Valley Tourist Information Centre,"Lake Apex Drive, Gatton, Western",-27.570008,152.270886,Western,1,Standard retailer,,go card,,,Buy,,,,,,
606,Published,Regents Park News,"2/3374 Beaudesert Road, Browns Plains, Brisbane South",-27.666518,153.034598,Brisbane South,1,Standard retailer,,go card,,,Buy,,,,,,
607,Published,NewsXpress Gatton,"6/6 Railway Street, Gatton, Western",-27.555952,152.277841,Western,1,Standard retailer,,go card,,,Buy,,,,,,
